Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
1400 Cloverdale Cir,Chattanooga,TN,37343,06/14/2020 11:30:00 PM,TN0330100,A3,Adam N,11A,Forcible Rape,Part 1 Crimes,20-115064,3,Pending/Possible Leads,35.129969,-85.249358,POINT (-85.249358 35.129969),2
1300 Duncan Ave,Chattanooga,TN,37404,06/14/2020 10:47:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-058245,2,Cleared by Arrest,35.037765,-85.28151100000001,POINT (-85.281511 35.037765),9
1300 Duncan Ave,Chattanooga,TN,37404,06/14/2020 10:40:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-058222,2,Cleared by Arrest,35.038812,-85.28200600000001,POINT (-85.282006 35.038812),8
2000 Gunbarrel Rd,Chattanooga,TN,37421,06/14/2020 06:25:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-058167,2,Cleared by Arrest,35.030882,-85.153184,POINT (-85.153184 35.030882),4
2700 Rossville Blvd,Chattanooga,TN,37404,06/14/2020 04:50:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-058147,3,Pending/Possible Leads,35.016968999999996,-85.29415399999999,POINT (-85.294154 35.016969),8
200 Glenwood Dr,Chattanooga,TN,37404,06/14/2020 03:28:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-058127,3,Pending/Possible Leads,35.032788,-85.26182899999999,POINT (-85.261829 35.032788),9
200 E Martin Luther King Blvd,Chattanooga,TN,37402,06/14/2020 02:53:00 PM,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,20-058113,1,Unfounded,35.044156,-85.306194,POINT (-85.306194 35.044156),8
4000 Fagan St,Chattanooga,TN,37410,06/14/2020 06:00:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-058017,3,Pending/Possible Leads,35.002462,-85.309372,POINT (-85.309372 35.002462),7
1100 Mccallie Ave,Chattanooga,TN,37404,06/14/2020 02:00:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-057976,2,Cleared by Arrest,35.039932,-85.285791,POINT (-85.285791 35.039932),8
1700 Gunbarrel Rd,Chattanooga,TN,37421,06/13/2020 11:00:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-057919,3,Pending/Possible Leads,35.023521,-85.160567,POINT (-85.160567 35.023521),4
1100 Shady Rest Rd,Chattanooga,TN,37421,06/13/2020 09:25:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-057860,2,Cleared by Arrest,35.002210999999996,-85.138215,POINT (-85.138215 35.002211),4
900 Carter St,Chattanooga,TN,37402,06/13/2020 09:23:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-057859,3,Pending/Possible Leads,35.04522,-85.31254,POINT (-85.31254 35.04522),7
2300 Wilson St,Chattanooga,TN,37406,06/13/2020 06:00:00 PM,TN0330100,B3,Baker N,120,Robbery,Part 1 Crimes,20-057805,2,Cleared by Arrest,35.050127,-85.260767,POINT (-85.260767 35.050127),8
4400 Fagan St,Chattanooga,TN,37410,06/13/2020 05:00:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-057607,3,Pending/Possible Leads,35.000569999999996,-85.31201899999999,POINT (-85.312019 35.00057),7
1700 Foust St,Chattanooga,TN,37407,06/13/2020 04:36:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-057603,3,Pending/Possible Leads,35.014369,-85.28905499999999,POINT (-85.289055 35.014369),8
2700 Rossville Blvd,Chattanooga,TN,37404,06/13/2020 03:00:00 AM,TN0330100,B7,Baker S,120,Robbery,Part 1 Crimes,20-057608,2,Cleared by Arrest,35.016376,-85.292965,POINT (-85.292965 35.016376),8
5400 Hwy 153,Chattanooga,TN,37343,06/13/2020 02:07:00 AM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-057588,3,Pending/Possible Leads,35.139516,-85.24767200000001,POINT (-85.247672 35.139516),3
100 Cherokee Blvd,Chattanooga,TN,37405,06/13/2020 12:10:00 AM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-057562,2,Cleared by Arrest,35.063698,-85.309849,POINT (-85.309849 35.063698),1
2200 E 27th Street Ct,Chattanooga,TN,37407,06/12/2020 11:00:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-057554,3,Pending/Possible Leads,35.012411,-85.28168699999999,POINT (-85.281687 35.012411),8
2200 E 23rd St,Chattanooga,TN,37407,06/12/2020 10:49:00 PM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,20-057541,2,Cleared by Arrest,35.017464,-85.277942,POINT (-85.277942 35.017464),9
1100 N Hawthorne St,Chattanooga,TN,37406,06/12/2020 05:18:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-057448,3,Pending/Possible Leads,35.052518,-85.26751900000001,POINT (-85.267519 35.052518),8
2800 Dodson Ave,Chattanooga,TN,37406,06/12/2020 04:52:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-057436,3,Pending/Possible Leads,35.069482,-85.250912,POINT (-85.250912 35.069482),9
3800 14th Ave,Chattanooga,TN,37407,06/12/2020 06:51:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-057231,2,Cleared by Arrest,34.995614999999994,-85.280135,POINT (-85.280135 34.995615),7
400 W 40th St,Chattanooga,TN,37410,06/12/2020 01:15:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-057196,3,Pending/Possible Leads,35.005515,-85.31553699999999,POINT (-85.315537 35.005515),7
400 Marlboro Ave,Chattanooga,TN,37411,06/11/2020 08:45:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-057120,3,Pending/Possible Leads,35.009454000000005,-85.237782,POINT (-85.237782 35.009454),6
1800 Mccallie Ave,Chattanooga,TN,37404,06/11/2020 04:48:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-057020,2,Cleared by Arrest,35.036873,-85.276035,POINT (-85.276035 35.036873),8
2800 Dodson Ave,Chattanooga,TN,37406,06/11/2020 04:10:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-057040,3,Pending/Possible Leads,35.069847,-85.251964,POINT (-85.251964 35.069847),8
900 Runyan Dr,Chattanooga,TN,37405,06/11/2020 03:40:00 PM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-056904,3,Pending/Possible Leads,35.105883,-85.319888,POINT (-85.319888 35.105883),1
2000 E 23rd St,Chattanooga,TN,37407,06/11/2020 03:10:00 PM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,20-057016,1,Unfounded,35.014668,-85.281382,POINT (-85.281382 35.014668),8
1400 E Main St,Chattanooga,TN,37404,06/11/2020 11:54:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-056945,2,Cleared by Arrest,35.027834,-85.287058,POINT (-85.287058 35.027834),8
1800 Cappella St,Chattanooga,TN,37408,06/11/2020 06:00:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-056887,2,Cleared by Arrest,35.03186,-85.304771,POINT (-85.304771 35.03186),7
1100 E 35th Street Pl,Chattanooga,TN,37407,06/11/2020 12:00:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-056793,3,Pending/Possible Leads,35.004528,-85.300485,POINT (-85.300485 35.004528),8
2700 Rossville Blvd,Chattanooga,TN,37404,06/10/2020 08:41:00 PM,TN0330100,B7,Baker S,120,Robbery,Part 1 Crimes,20-056725,2,Cleared by Arrest,35.01632,-85.29262,POINT (-85.29262 35.01632),8
7800 E Brainerd Rd,Chattanooga,TN,37421,06/10/2020 07:34:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-056709,3,Pending/Possible Leads,35.008834,-85.155458,POINT (-85.155458 35.008834),4
900 East Ave,Chattanooga,TN,37411,06/10/2020 10:40:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-056530,2,Cleared by Arrest,35.037284,-85.230693,POINT (-85.230693 35.037284),9
1500 Mulberry St,Chattanooga,TN,37404,06/10/2020 10:31:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-056528,3,Pending/Possible Leads,35.025217000000005,-85.279162,POINT (-85.279162 35.025217),8
1000 Blackford St,Chattanooga,TN,37403,06/10/2020 08:00:00 AM,TN0330100,A8,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-057007,3,Pending/Possible Leads,35.048843,-85.286608,POINT (-85.286608 35.048843),8
2400 6th Ave,Chattanooga,TN,37407,06/09/2020 09:01:00 PM,TN0330100,B8,Baker S,11A,Forcible Rape,Part 1 Crimes,20-056369,3,Pending/Possible Leads,35.013962,-85.27902999999999,POINT (-85.27903 35.013962),8
2100 Wilder St,Chattanooga,TN,37406,06/09/2020 08:26:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-056377,3,Pending/Possible Leads,35.072906,-85.25067,POINT (-85.25067 35.072906),8
4900 Jeffery Ln,Chattanooga,TN,37410,06/09/2020 01:21:00 AM,TN0330100,A12,Adam S,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,20-056101,2,Cleared by Arrest,34.990404999999996,-85.306067,POINT (-85.306067 34.990405),7
2200 E 26th Street Ct,Chattanooga,TN,37407,06/08/2020 11:30:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-056112,2,Cleared by Arrest,35.012019,-85.281085,POINT (-85.281085 35.012019),8
6100 Amber Brook Dr,Chattanooga,TN,37343,06/08/2020 01:06:00 PM,TN0330100,A2,Adam N,11A,Forcible Rape,Part 1 Crimes,20-055884,3,Pending/Possible Leads,35.147642999999995,-85.204307,POINT (-85.204307 35.147643),3
4600 Highland Ave,Chattanooga,TN,37410,06/08/2020 10:45:00 AM,TN0330100,A12,Adam S,11A,Forcible Rape,Part 1 Crimes,20-055947,3,Pending/Possible Leads,35.000136000000005,-85.317509,POINT (-85.317509 35.000136),7
4800 Brainerd Rd,Chattanooga,TN,37411,06/08/2020 07:40:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-055811,3,Pending/Possible Leads,35.012662999999996,-85.229084,POINT (-85.229084 35.012663),6
900 Douglas St,Chattanooga,TN,37403,06/08/2020 01:48:00 AM,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,20-055766,4,Inactive/Suspended,35.042197,-85.302436,POINT (-85.302436 35.042197),8
2000 E 28th St,Chattanooga,TN,37407,06/08/2020 12:50:00 AM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055755,3,Pending/Possible Leads,35.011286,-85.28584199999999,POINT (-85.285842 35.011286),7
7700 Lee Hwy,Chattanooga,TN,37421,06/07/2020 11:30:00 PM,TN0330100,C9,Charlie N,11A,Forcible Rape,Part 1 Crimes,20-055749,3,Pending/Possible Leads,35.062535,-85.133351,POINT (-85.133351 35.062535),6
7900 Shallowford Rd,Chattanooga,TN,37421,06/07/2020 09:30:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-055692,3,Pending/Possible Leads,35.033015000000006,-85.13289800000001,POINT (-85.132898 35.033015),4
1300 Grove St,Chattanooga,TN,37402,06/07/2020 03:31:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055600,3,Pending/Possible Leads,35.042687,-85.319525,POINT (-85.319525 35.042687),7
1200 E Main St,Chattanooga,TN,37408,06/07/2020 04:28:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055474,3,Pending/Possible Leads,35.029883,-85.28781,POINT (-85.28781 35.029883),8
4300 12th Ave,Chattanooga,TN,37407,06/07/2020 01:18:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055442,2,Cleared by Arrest,34.990877999999995,-85.285606,POINT (-85.285606 34.990878),7
2600 E 46th St,Chattanooga,TN,37407,06/07/2020 12:30:00 AM,TN0330100,B9,Baker S,120,Robbery,Part 1 Crimes,20-055430,3,Pending/Possible Leads,34.990204,-85.28823299999999,POINT (-85.288233 34.990204),7
100 Cherokee Blvd,Chattanooga,TN,37405,06/06/2020 10:20:00 PM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-055389,3,Pending/Possible Leads,35.064304,-85.310361,POINT (-85.310361 35.064304),1
700 Hooker Rd,Chattanooga,TN,37410,06/06/2020 09:56:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055370,3,Pending/Possible Leads,34.992863,-85.30475,POINT (-85.30475 34.992863),7
2500 De Sales Ave,Chattanooga,TN,37404,06/06/2020 08:48:00 PM,TN0330100,B4,Baker N,11A,Forcible Rape,Part 1 Crimes,20-055350,3,Pending/Possible Leads,35.041197,-85.26059000000001,POINT (-85.26059 35.041197),9
2300 E 28th St,Chattanooga,TN,37407,06/06/2020 08:42:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055365,2,Cleared by Arrest,35.010964,-85.28122099999999,POINT (-85.281221 35.010964),8
300 Browns Ferry Rd,Chattanooga,TN,37419,06/06/2020 08:00:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055342,3,Pending/Possible Leads,35.029785,-85.36330099999999,POINT (-85.363301 35.029785),1
6200 Lee Hwy,Chattanooga,TN,37421,06/06/2020 07:49:00 PM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-055330,2,Cleared by Arrest,35.032366,-85.183611,POINT (-85.183611 35.032366),6
2500 2nd Ave,Chattanooga,TN,37407,06/06/2020 05:09:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055285,3,Pending/Possible Leads,35.015910000000005,-85.284696,POINT (-85.284696 35.01591),8
2600 E 38th St,Chattanooga,TN,37407,06/06/2020 04:55:00 PM,TN0330100,B8,Baker S,120,Robbery,Part 1 Crimes,20-055283,4,Inactive/Suspended,34.99884,-85.28290799999999,POINT (-85.282908 34.99884),7
200 Water St,Chattanooga,TN,37410,06/06/2020 01:42:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055226,3,Pending/Possible Leads,35.008443,-85.312483,POINT (-85.312483 35.008443),7
1500 E 47th St,Chattanooga,TN,37407,06/06/2020 01:25:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-055212,3,Pending/Possible Leads,34.988398,-85.290618,POINT (-85.290618 34.988398),7
2500 Market St,Chattanooga,TN,37408,06/06/2020 06:45:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055126,3,Pending/Possible Leads,35.026067999999995,-85.310362,POINT (-85.310362 35.026068),7
1400 Mercer St,Chattanooga,TN,37351,06/06/2020 05:00:00 AM,TN0330100,A3,Adam N,11A,Forcible Rape,Part 1 Crimes,20-056055,3,Pending/Possible Leads,35.104623,-85.26227300000001,POINT (-85.262273 35.104623),2
900 Airport Rd,Chattanooga,TN,37421,06/06/2020 02:35:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-055093,3,Pending/Possible Leads,35.030082,-85.194143,POINT (-85.194143 35.030082),5
2400 Williams St,Chattanooga,TN,37408,06/06/2020 02:05:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-055065,3,Pending/Possible Leads,35.027210999999994,-85.31322999999999,POINT (-85.31323 35.027211),7
2100 Rawlings St,Chattanooga,TN,37406,06/06/2020 12:30:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-055055,3,Pending/Possible Leads,35.045967,-85.265831,POINT (-85.265831 35.045967),8
1800 Rubio St,Chattanooga,TN,37406,06/05/2020 11:54:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-055051,3,Pending/Possible Leads,35.055148,-85.267762,POINT (-85.267762 35.055148),8
1000 N Runyan Dr,Chattanooga,TN,37405,06/05/2020 11:30:00 PM,TN0330100,A5,Adam N,11A,Forcible Rape,Part 1 Crimes,20-055042,3,Pending/Possible Leads,35.111050999999996,-85.311337,POINT (-85.311337 35.111051),1
2200 Gunbarrel Rd,Chattanooga,TN,37421,06/05/2020 09:00:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-055206,2,Cleared by Arrest,35.039511999999995,-85.148174,POINT (-85.148174 35.039512),4
4900 Jeffery Ln,Chattanooga,TN,37410,06/05/2020 06:00:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-056346,3,Pending/Possible Leads,34.989889,-85.306979,POINT (-85.306979 34.989889),7
1200 E 13th St,Chattanooga,TN,37408,06/05/2020 06:00:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-054964,2,Cleared by Arrest,35.031351,-85.28977499999999,POINT (-85.289775 35.031351),8
400 Spring Creek Rd,Chattanooga,TN,37411,06/05/2020 08:50:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-054756,3,Pending/Possible Leads,35.005451,-85.219019,POINT (-85.219019 35.005451),6
1600 E 18th St,Chattanooga,TN,37404,06/04/2020 11:35:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-054658,2,Cleared by Arrest,35.024699,-85.286079,POINT (-85.286079 35.024699),8
1300 Cypress Street Ct,Chattanooga,TN,37402,06/04/2020 08:54:00 PM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-054597,2,Cleared by Arrest,35.04117,-85.317808,POINT (-85.317808 35.04117),7
800 Wheeler Ave,Chattanooga,TN,37406,06/04/2020 08:23:00 PM,TN0330100,B3,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,20-054612,3,Pending/Possible Leads,35.045079,-85.26208,POINT (-85.26208 35.045079),8
800 Wheeler Ave,Chattanooga,TN,37406,06/04/2020 08:23:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-054612,3,Pending/Possible Leads,35.044232,-85.262458,POINT (-85.262458 35.044232),8
3000 Rossville Blvd,Chattanooga,TN,37407,06/04/2020 08:14:00 PM,TN0330100,B7,Baker S,120,Robbery,Part 1 Crimes,20-054599,4,Inactive/Suspended,35.010666,-85.29476600000001,POINT (-85.294766 35.010666),8
700 Hooker Rd,Chattanooga,TN,37410,06/04/2020 07:10:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-054580,3,Pending/Possible Leads,34.993854,-85.30551799999999,POINT (-85.305518 34.993854),7
4100 Harbor Hills Rd,Chattanooga,TN,37416,06/04/2020 03:06:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-054494,2,Cleared by Arrest,35.097234,-85.18630300000001,POINT (-85.186303 35.097234),3
2300 Union Ave,Chattanooga,TN,37404,06/04/2020 12:34:00 PM,TN0330100,B5,Baker S,11A,Forcible Rape,Part 1 Crimes,20-054451,3,Pending/Possible Leads,35.029555,-85.26984999999999,POINT (-85.26985 35.029555),9
2200 Gunbarrel Rd,Chattanooga,TN,37421,06/04/2020 11:15:00 AM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-054426,3,Pending/Possible Leads,35.040169,-85.15025700000001,POINT (-85.150257 35.040169),4
6300 Walden Ave,Chattanooga,TN,37421,06/03/2020 10:58:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-054296,3,Pending/Possible Leads,35.039189,-85.18323600000001,POINT (-85.183236 35.039189),6
7200 Bonnyshire Dr,Chattanooga,TN,37416,06/03/2020 04:50:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-054218,2,Cleared by Arrest,35.072657,-85.16321500000001,POINT (-85.163215 35.072657),6
3200 Dodson Ave,Chattanooga,TN,37406,06/03/2020 03:51:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-054181,2,Cleared by Arrest,35.074504000000005,-85.248794,POINT (-85.248794 35.074504),9
5500 Browntown Rd,Chattanooga,TN,37415,06/03/2020 12:31:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-054118,2,Cleared by Arrest,35.152952,-85.281919,POINT (-85.281919 35.152952),1
2500 Market St,Chattanooga,TN,37408,06/03/2020 11:00:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-054067,3,Pending/Possible Leads,35.026982999999994,-85.310768,POINT (-85.310768 35.026983),7
1500 Washington ST,Chattanooga,TN,37408,06/03/2020 09:41:00 AM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,20-054030,3,Pending/Possible Leads,35.036983,-85.302886,POINT (-85.302886 35.036983),8
1500 Hickory Valley Rd,Chattanooga,TN,37421,06/03/2020 05:30:00 AM,TN0330100,C4,Charlie S,11A,Forcible Rape,Part 1 Crimes,20-055863,3,Pending/Possible Leads,35.023595,-85.17886700000001,POINT (-85.178867 35.023595),6
1900 Igou Crossing Dr,Chattanooga,TN,37421,06/02/2020 06:20:00 PM,TN0330100,C7,Charlie N,11A,Forcible Rape,Part 1 Crimes,20-053841,3,Pending/Possible Leads,35.025417999999995,-85.149043,POINT (-85.149043 35.025418),4
700 E 11th St,Chattanooga,TN,37403,06/02/2020 01:00:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-053548,2,Cleared by Arrest,35.040734,-85.30025,POINT (-85.30025 35.040734),8
200 Stringer St,Chattanooga,TN,37405,06/02/2020 01:00:00 AM,TN0330100,A5,Adam N,120,Robbery,Part 1 Crimes,20-053552,2,Cleared by Arrest,35.065364,-85.315241,POINT (-85.315241 35.065364),1
3700 Rossville Blvd,Chattanooga,TN,37407,06/01/2020 09:55:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-053496,3,Pending/Possible Leads,35.00038,-85.290744,POINT (-85.290744 35.00038),7
3500 E Crest Dr,Chattanooga,TN,37406,06/01/2020 08:00:00 PM,TN0330100,B1,Baker N,120,Robbery,Part 1 Crimes,20-053471,2,Cleared by Arrest,35.076965,-85.240608,POINT (-85.240608 35.076965),9
2800 Rossville Blvd,Chattanooga,TN,37407,06/01/2020 06:53:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-053439,2,Cleared by Arrest,35.013042,-85.29568300000001,POINT (-85.295683 35.013042),8
2600 Glass St,Chattanooga,TN,37406,06/01/2020 06:15:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-053433,2,Cleared by Arrest,35.065940000000005,-85.246313,POINT (-85.246313 35.06594),9
3800 Grace Ave,Chattanooga,TN,37406,06/01/2020 05:56:00 PM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-053422,2,Cleared by Arrest,35.083755999999994,-85.23901400000001,POINT (-85.239014 35.083756),9
2000 E 23rd St,Chattanooga,TN,37404,06/01/2020 12:01:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-069840,3,Pending/Possible Leads,35.019301999999996,-85.283329,POINT (-85.283329 35.019302),8
2400 Glass St,Chattanooga,TN,37406,05/31/2020 08:27:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-053178,3,Pending/Possible Leads,35.065652,-85.251909,POINT (-85.251909 35.065652),9
2000 Sherman St,Chattanooga,TN,37406,05/31/2020 08:10:00 PM,TN0330100,B2,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,20-053174,3,Pending/Possible Leads,35.059413,-85.261062,POINT (-85.261062 35.059413),8
1100 Grove St,Chattanooga,TN,37402,05/31/2020 04:52:00 AM,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-052958,2,Cleared by Arrest,35.046104,-85.316097,POINT (-85.316097 35.046104),7
900 Spring Creek Rd,Chattanooga,TN,37421,05/30/2020 10:20:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,20-052919,3,Pending/Possible Leads,34.998126,-85.21959199999999,POINT (-85.219592 34.998126),
3600 Tanaka Trl,Chattanooga,TN,37404,05/30/2020 02:27:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-052611,2,Cleared by Arrest,34.985855,-85.27524700000001,POINT (-85.275247 34.985855),9
100 Market St,Chattanooga,TN,37402,05/30/2020 12:50:00 AM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,20-052924,2,Cleared by Arrest,35.055271,-85.309611,POINT (-85.309611 35.055271),7
2200 Windsor St,Chattanooga,TN,37406,05/29/2020 09:33:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,20-052529,3,Pending/Possible Leads,35.048886,-85.26158199999999,POINT (-85.261582 35.048886),8
5000 Brainerd Rd,Chattanooga,TN,37411,05/29/2020 07:30:00 PM,TN0330100,C3,Charlie S,120,Robbery,Part 1 Crimes,20-052501,3,Pending/Possible Leads,35.012253,-85.227386,POINT (-85.227386 35.012253),6
2500 Hamill Rd,Chattanooga,TN,37343,05/29/2020 05:00:00 AM,TN0330100,A2,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-052267,2,Cleared by Arrest,35.12803,-85.226944,POINT (-85.226944 35.12803),3
2300 E 17th St,Chattanooga,TN,37404,05/28/2020 04:43:00 PM,TN0330100,B6,Baker S,11A,Forcible Rape,Part 1 Crimes,20-052068,3,Pending/Possible Leads,35.021555,-85.274204,POINT (-85.274204 35.021555),9
3400 Clio Ave,Chattanooga,TN,37407,05/28/2020 12:52:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,20-051988,3,Pending/Possible Leads,35.003458,-85.29138599999999,POINT (-85.291386 35.003458),7
4500 Hixson Pike,Chattanooga,TN,37343,05/28/2020 11:37:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,20-052201,3,Pending/Possible Leads,35.120957000000004,-85.245578,POINT (-85.245578 35.120957),3
100 S Seminole Dr,Chattanooga,TN,37411,05/28/2020 05:44:00 AM,TN0330100,C2,Charlie S,120,Robbery,Part 1 Crimes,20-051908,2,Cleared by Arrest,35.025816999999996,-85.25588499999999,POINT (-85.255885 35.025817),9
7100 Shepherd View Cir,Chattanooga,TN,37421,05/27/2020 07:45:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,20-051821,3,Pending/Possible Leads,35.056211000000005,-85.148407,POINT (-85.148407 35.056211),6
5000 Renezet Dr,Chattanooga,TN,37416,05/27/2020 05:45:00 PM,TN0330100,C5,Charlie N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,20-052161,3,Pending/Possible Leads,35.087831,-85.169038,POINT (-85.169038 35.087831),5
